TPW: TPO: TPIO: TPD: TPG
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
TPW: TPO: TPIO: TPD: TPG
0 0 105100 26925 2535 
2162 27044 51403 27000 2581 
2067 27076 33696 27377 2500 
2170 27220 24361 27457 2438 
2044 27334 19642 26974 2422 
2152 27058 15593 26896 2317 
2161 27376 13224 27107 2236 
2140 26994 11056 27094 2192 
2044 27099 9884 27374 2099 
2080 27159 8537 27228 2065 
2176 27072 7630 x 2056 
2084 x 6900 x 1937 
2154 x 6075 x 1912 
2029 x 5580 x 1784 
2106 x 4972 x 1932 
2177 x 4589 x 1712 
2135 x 4228 x 1728 
2084 x 3852 x 1759 
2059 x 3570 x 1636 
2068 x 3243 x 1658 
2161 x 3003 x 1643 
2077 x 2741 x 1530 
2068 x 2528 x 1484 
2134 x 2375 x 1463 
2139 x 2233 x 1420 
2061 x 1974 x 1358 
2138 x 1813 x 1278 
2161 x 1715 x 1324 
2112 x 1585 x 1246 
2040 x 1509 x 1290 
2108 x 1340 x 1256 
2009 x 1232 x 1257 
2018 x 1207 x 1155 
2093 x 1009 x 1112 
2066 x 989 x 1094 
2047 x 854 x 1081 
2097 x 808 x 1036 
2128 x 715 x 987 
2123 x 632 x 973 
2118 x 553 x 1052 
2110 x 546 x 1017 
2156 x 409 x 982 
2180 x 378 x 875 
2026 x 341 x 916 
2035 x 261 x 862 
2195 x 223 x 849 
2060 x 187 x 777 
2115 x 125 x 765 
2075 x 73 x 773 
2132 x 41 x 761 
0 x x x 726 
x x x x 726 
x x x x 728 
x x x x 672 
x x x x 674 
x x x x 642 
x x x x 644 
x x x x 603 
x x x x 625 
x x x x 584 
x x x x 553 
x x x x 547 
x x x x 520 
x x x x 533 
x x x x 540 
x x x x 557 
x x x x 491 
x x x x 511 
x x x x 433 
x x x x 480 
x x x x 483 
x x x x 410 
x x x x 396 
x x x x 460 
x x x x 362 
x x x x 387 
x x x x 390 
x x x x 328 
x x x x 359 
x x x x 357 
x x x x 346 
x x x x 368 
x x x x 328 
x x x x 328 
x x x x 309 
x x x x 323 
x x x x 304 
x x x x 300 
x x x x 304 
x x x x 285 
x x x x 264 
x x x x 271 
x x x x 235 
x x x x 238 
x x x x 261 
x x x x 261 
x x x x 249 
x x x x 230 
x x x x 218 
x x x x 203 
x x x x 185 
x x x x 184 
x x x x 200 
x x x x 186 
x x x x 200 
x x x x 183 
x x x x 181 
x x x x 180 
x x x x 181 
x x x x 161 
x x x x 174 
x x x x 152 
x x x x 138 
x x x x 177 
x x x x 141 
x x x x 149 
x x x x 150 
x x x x 141 
x x x x 137 
x x x x 138 
x x x x 140 
x x x x 126 
x x x x 113 
x x x x 120 
x x x x 113 
x x x x 117 
x x x x 128 
x x x x 100 
x x x x 114 
x x x x 95 
x x x x 101 
x x x x 96 
x x x x 113 
x x x x 100 
x x x x 88 
x x x x 83 
x x x x 92 
x x x x 79 
x x x x 87 
x x x x 85 
x x x x 75 
x x x x 80 
x x x x 87 
x x x x 80 
x x x x 67 
x x x x 64 
x x x x 78 
x x x x 69 
x x x x 51 
x x x x 59 
x x x x 57 
x x x x 62 
x x x x 59 
x x x x 54 
x x x x 42 
x x x x 56 
x x x x 59 
x x x x 44 
x x x x 51 
x x x x 45 
x x x x 43 
x x x x 46 
x x x x 53 
x x x x 43 
x x x x 49 
x x x x 41 
x x x x 47 
x x x x 39 
x x x x 40 
x x x x 34 
x x x x 34 
x x x x 38 
x x x x 45 
x x x x 38 
x x x x 37 
x x x x 42 
x x x x 31 
x x x x 33 
x x x x 32 
x x x x 24 
x x x x 22 
x x x x 29 
x x x x 28 
x x x x 33 
x x x x 16 
x x x x 23 
x x x x 23 
x x x x 19 
x x x x 24 
x x x x 23 
x x x x 20 
x x x x 27 
x x x x 22 
x x x x 24 
x x x x 10 
x x x x 19 
x x x x 18 
x x x x 14 
x x x x 19 
x x x x 19 
x x x x 21 
x x x x 12 
x x x x 21 
x x x x 15 
x x x x 25 
x x x x 18 
x x x x 16 
x x x x 14 
x x x x 28 
x x x x 17 
x x x x 19 
x x x x 15 
x x x x 13 
x x x x 16 
x x x x 7 
x x x x 14 
x x x x 14 
x x x x 8 
x x x x 10 
x x x x 8 
x x x x 11 
x x x x 7 
x x x x 7 
x x x x 8 
x x x x 9 
x x x x 9 
x x x x 7 
x x x x 6 
x x x x 8 
x x x x 11 
x x x x 12 
x x x x 5 
x x x x 13 
x x x x 5 
x x x x 7 
x x x x 7 
x x x x 7 
x x x x 3 
x x x x 2 
x x x x 10 
x x x x 5 
x x x x 3 
x x x x 3 
x x x x 4 
x x x x 5 
x x x x 5 
x x x x 3 
x x x x 3 
x x x x 4 
x x x x 6 
x x x x 7 
x x x x 4 
x x x x 2 
x x x x 3 
x x x x 7 
x x x x 1 
x x x x 7 
x x x x 6 
x x x x 5 
x x x x 12 
x x x x 4 
x x x x 3 
x x x x 2 
x x x x 9 
x x x x 1 
x x x x 5 
x x x x 3 
x x x x 4 
x x x x 4 
x x x x 2 
x x x x 6 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 5 
x x x x 4 
x x x x 4 
x x x x 2 
x x x x 7 
x x x x 2 
x x x x 3 
x x x x 1 
x x x x 3 
x x x x 1 
x x x x 0 
x x x x 3 
x x x x 2 
x x x x 5 
x x x x 4 
x x x x 3 
x x x x 4 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 3 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 1 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 3 
x x x x 1 
x x x x 4 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 3 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
TPW: TPO: TPIO: TPD: TPG
0 0 139778 36002 3324 
2867 36213 68358 35948 3440 
2813 35997 44695 36266 3309 
2828 36227 32514 36472 3252 
2754 36205 25888 36068 3208 
2835 35949 20810 35859 3077 
2812 36473 17674 36095 2954 
2802 36072 14856 36056 2885 
2746 35979 13096 36346 2777 
2716 36021 11295 36059 2745 
2864 36035 10157 x 2714 
2740 x 9165 x 2605 
2839 x 8136 x 2562 
2715 x 7426 x 2415 
2811 x 6620 x 2517 
2855 x 6088 x 2290 
2840 x 5634 x 2297 
2754 x 5176 x 2346 
2768 x 4743 x 2160 
2802 x 4331 x 2191 
2848 x 3963 x 2142 
2748 x 3614 x 2008 
2764 x 3400 x 1995 
2851 x 3147 x 1955 
2866 x 2957 x 1908 
2723 x 2665 x 1872 
2875 x 2387 x 1724 
2838 x 2304 x 1754 
2830 x 2128 x 1705 
2785 x 2008 x 1690 
2842 x 1802 x 1660 
2683 x 1620 x 1649 
2693 x 1597 x 1501 
2796 x 1347 x 1468 
2760 x 1308 x 1441 
2732 x 1162 x 1406 
2758 x 1064 x 1385 
2839 x 980 x 1310 
2850 x 864 x 1329 
2805 x 749 x 1348 
2841 x 714 x 1313 
2860 x 549 x 1266 
2901 x 487 x 1191 
2664 x 457 x 1188 
2700 x 346 x 1150 
2890 x 295 x 1125 
2724 x 261 x 1036 
2830 x 189 x 1047 
2783 x 98 x 1042 
2813 x 50 x 1044 
0 x x x 975 
x x x x 975 
x x x x 956 
x x x x 917 
x x x x 882 
x x x x 855 
x x x x 851 
x x x x 822 
x x x x 837 
x x x x 781 
x x x x 722 
x x x x 716 
x x x x 689 
x x x x 706 
x x x x 718 
x x x x 724 
x x x x 658 
x x x x 674 
x x x x 591 
x x x x 641 
x x x x 657 
x x x x 555 
x x x x 538 
x x x x 600 
x x x x 488 
x x x x 539 
x x x x 512 
x x x x 439 
x x x x 495 
x x x x 465 
x x x x 455 
x x x x 477 
x x x x 429 
x x x x 437 
x x x x 416 
x x x x 414 
x x x x 412 
x x x x 413 
x x x x 396 
x x x x 386 
x x x x 376 
x x x x 372 
x x x x 336 
x x x x 319 
x x x x 338 
x x x x 344 
x x x x 327 
x x x x 324 
x x x x 298 
x x x x 270 
x x x x 260 
x x x x 254 
x x x x 281 
x x x x 247 
x x x x 262 
x x x x 249 
x x x x 237 
x x x x 248 
x x x x 235 
x x x x 221 
x x x x 227 
x x x x 213 
x x x x 198 
x x x x 241 
x x x x 199 
x x x x 209 
x x x x 195 
x x x x 186 
x x x x 187 
x x x x 179 
x x x x 193 
x x x x 165 
x x x x 160 
x x x x 158 
x x x x 153 
x x x x 150 
x x x x 167 
x x x x 141 
x x x x 146 
x x x x 128 
x x x x 126 
x x x x 123 
x x x x 142 
x x x x 141 
x x x x 111 
x x x x 113 
x x x x 122 
x x x x 108 
x x x x 114 
x x x x 110 
x x x x 98 
x x x x 108 
x x x x 107 
x x x x 111 
x x x x 86 
x x x x 85 
x x x x 102 
x x x x 88 
x x x x 73 
x x x x 84 
x x x x 77 
x x x x 80 
x x x x 71 
x x x x 69 
x x x x 61 
x x x x 67 
x x x x 75 
x x x x 60 
x x x x 66 
x x x x 55 
x x x x 53 
x x x x 56 
x x x x 71 
x x x x 55 
x x x x 62 
x x x x 55 
x x x x 58 
x x x x 47 
x x x x 55 
x x x x 45 
x x x x 50 
x x x x 51 
x x x x 56 
x x x x 53 
x x x x 54 
x x x x 47 
x x x x 39 
x x x x 48 
x x x x 39 
x x x x 32 
x x x x 37 
x x x x 40 
x x x x 38 
x x x x 39 
x x x x 25 
x x x x 34 
x x x x 34 
x x x x 26 
x x x x 40 
x x x x 36 
x x x x 29 
x x x x 38 
x x x x 26 
x x x x 28 
x x x x 20 
x x x x 28 
x x x x 28 
x x x x 21 
x x x x 23 
x x x x 25 
x x x x 28 
x x x x 22 
x x x x 24 
x x x x 19 
x x x x 29 
x x x x 24 
x x x x 19 
x x x x 19 
x x x x 34 
x x x x 19 
x x x x 23 
x x x x 20 
x x x x 14 
x x x x 22 
x x x x 12 
x x x x 16 
x x x x 20 
x x x x 9 
x x x x 10 
x x x x 11 
x x x x 16 
x x x x 11 
x x x x 13 
x x x x 13 
x x x x 16 
x x x x 9 
x x x x 10 
x x x x 10 
x x x x 10 
x x x x 14 
x x x x 17 
x x x x 8 
x x x x 15 
x x x x 7 
x x x x 11 
x x x x 9 
x x x x 10 
x x x x 6 
x x x x 5 
x x x x 15 
x x x x 8 
x x x x 4 
x x x x 5 
x x x x 6 
x x x x 8 
x x x x 7 
x x x x 4 
x x x x 4 
x x x x 5 
x x x x 6 
x x x x 9 
x x x x 5 
x x x x 3 
x x x x 4 
x x x x 8 
x x x x 4 
x x x x 9 
x x x x 6 
x x x x 8 
x x x x 15 
x x x x 5 
x x x x 4 
x x x x 2 
x x x x 10 
x x x x 3 
x x x x 7 
x x x x 4 
x x x x 7 
x x x x 5 
x x x x 2 
x x x x 6 
x x x x 2 
x x x x 4 
x x x x 2 
x x x x 6 
x x x x 6 
x x x x 4 
x x x x 3 
x x x x 8 
x x x x 2 
x x x x 4 
x x x x 3 
x x x x 3 
x x x x 2 
x x x x 1 
x x x x 4 
x x x x 2 
x x x x 6 
x x x x 5 
x x x x 3 
x x x x 5 
x x x x 3 
x x x x 2 
x x x x 3 
x x x x 3 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 1 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 3 
x x x x 2 
x x x x 5 
x x x x 2 
x x x x 3 
x x x x 1 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 3 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 3 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 5 
x x x x 0 
x x x x 3 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
